periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,033B-CD01b. Malaria (diagnosed) - Deaths,033B-AP02. Total OPD,033B-CD01a. Malaria (diagnosed)  - Cases,033B-MA01. Suspected Malaria (Fever),033B-TR08. RDT (Malaria) Tests,033B-TR01. ACT (Tablets),033B-MA02. Cases Tested with RDT,033B-MA03. RDT Positive Cases,033B-MA04. Cases Tested with Microscopy,033B-MA05. Microscopy Positive Cases
2022,2022,2022,,MOH - Uganda,Karamoja,Kaabong District,Kathile Town Council,Kathile HC III,JWg30TuiiEV,Kathile HC III,,,,8426.0,2212.0,7092.0,413735.0,2334741.0,6959.0,3639.0,224.0,142.0
2022,2022,2022,,MOH - Uganda,Tooro,Kasese District,Nyakiyumbu Subcounty,Katholhu HC II,QS4gdVLVfuN,Katholhu HC II,,,3.0,5854.0,3167.0,4790.0,14622.0,666490.0,4511.0,2949.0,,
2022,2022,2022,,MOH - Uganda,North Central,Buikwe District,Central Division (Lugazi MC),Kati Foundation Clinic,uSCgapCVZJv,Kati Foundation Clinic,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,North Central,Luwero District,Katikamu Subcounty,Katikamu HC III,Ec5yJybMqpe,Katikamu HC III,,,,9899.0,1916.0,4595.0,7834.0,1236379.0,606.0,290.0,3962.0,1928.0
2022,2022,2022,,MOH - Uganda,North Central,Luwero District,Wobulenzi Town Council,Katikamu Kisuule (The Good Samaritan) HC III,a4QdFgngSuD,Katikamu Kisuule (The Good Samaritan) HC III,,,,1773.0,521.0,1071.0,18489.0,190348.0,418.0,156.0,590.0,374.0
2022,2022,2022,,MOH - Uganda,North Central,Luwero District,Wobulenzi Town Council,Katikamu SDA Dispensary HC II,rRB4rWMdUS9,Katikamu SDA Dispensary HC II,,,,3967.0,476.0,1322.0,13970.0,101528.0,1199.0,411.0,125.0,24.0
2022,2022,2022,,MOH - Uganda,North Central,Mityana District,Busimbi Division,Katiko HC II,ahMLQAxngsJ,Katiko HC II,,,,62.0,7.0,38.0,3650.0,95760.0,38.0,13.0,,
2022,2022,2022,,MOH - Uganda,South Central,Sembabule District,Mateete Subcounty,Katimba HC III,sTlap0cwcNo,Katimba HC III,,,,3120.0,191.0,656.0,5800.0,223606.0,476.0,158.0,180.0,39.0
2022,2022,2022,,MOH - Uganda,Teso,Soroti District,Katine Subcounty,Katine Ngo HC II,WqzecS4PTyV,Katine Ngo HC II,,,,2363.0,689.0,1442.0,17560.0,121930.0,893.0,413.0,850.0,530.0
2022,2022,2022,,MOH - Uganda,Bukedi,Budaka District,Katiira Subcounty,Katira HC III,CbZsLxa0Zp6,Katira HC III,,,,11268.0,10816.0,11519.0,488283.0,1948210.0,11483.0,8469.0,6.0,4.0
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Kawempe Division,Katjoe Dental Clinic HC II,NGGSo5LvN66,Katjoe Dental Clinic HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Tooro,Kasese District,Central Division (Kasese MC),Katodoba UMSC HC III,c39yKQqyCK3,Katodoba UMSC HC III,,,,6735.0,1154.0,4402.0,32642.0,302891.0,1736.0,425.0,2666.0,703.0
2022,2022,2022,,MOH - Uganda,Tooro,Fort Portal City,Central Division,Katojo Prisons HC III,TSYQk88VWVI,Katojo Prisons HC III,,,,10177.0,213.0,1787.0,1178638.0,4542699.0,1718.0,248.0,54.0,5.0
2022,2022,2022,,MOH - Uganda,Kigezi,Rukungiri District,Nyakishenyi Subcounty,Katonya HC II,ajC9LOThoYj,Katonya HC II,,,,1684.0,164.0,1131.0,18827.0,161688.0,668.0,166.0,,
2022,2022,2022,,MOH - Uganda,North Central,Mukono District,Nama Subcounty,Katoogo HC III,axNVMZcgPLU,Katoogo HC III,,,108.0,11451.0,4291.0,7651.0,25315.0,223920.0,5200.0,3102.0,2393.0,1310.0
2022,2022,2022,,MOH - Uganda,Tooro,Kyenjojo District,Katooke Town Council,Katooke Clinic Centre HC II,TpH5i79H6ZJ,Katooke Clinic Centre HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Tooro,Kasese District,Bugoye Subcounty,Katooke HC II,aDXqJo50tE6,Katooke HC II,,,,6753.0,3289.0,4841.0,21301.0,1205974.0,4326.0,2655.0,9.0,
2022,2022,2022,,MOH - Uganda,Tooro,Kyenjojo District,Katooke Town Council,Katooke HC III,ounetWmXUdw,Katooke HC III,,,,15631.0,6187.0,9759.0,83733.0,2882632.0,8355.0,5272.0,1404.0,937.0
2022,2022,2022,,MOH - Uganda,Tooro,Kyenjojo District,Katooke Town Council,Katooke Health Clinic HC II,sUuGsTZpCxT,Katooke Health Clinic HC II,,,,273.0,62.0,170.0,458.0,5333.0,170.0,62.0,2.0,
2022,2022,2022,,MOH - Uganda,South Central,Lwengo District,Malongo Subcounty (Lwengo District),Katovu COU HC II,XG2WwGdcWZQ,Katovu COU HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,South Central,Lyantonde District,Lyantonde Rural Subcounty,Katovu HC II,OPlFFKzCcCC,Katovu HC II,,,,5307.0,1532.0,3230.0,17150.0,122316.0,2981.0,1661.0,,
2022,2022,2022,,MOH - Uganda,South Central,Lwengo District,Malongo Subcounty (Lwengo District),Katovu HC III,qp3zotdBH8Y,Katovu HC III,,,,5823.0,2110.0,2864.0,22140.0,111060.0,1641.0,863.0,1214.0,840.0
2022,2022,2022,,MOH - Uganda,South Central,Mpigi District,Muduma Subcounty,Katrina Medical Centre HC III,P97gbQJHlIW,Katrina Medical Centre HC III,,,,152.0,118.0,145.0,218.0,3934.0,8.0,3.0,127.0,75.0
2022,2022,2022,,MOH - Uganda,Bunyoro,Kiryandongo District,Kiryandongo Subcounty,Katulikire HC III,auWHq0LQsFf,Katulikire HC III,,,,887.0,170.0,570.0,18525.0,156194.0,327.0,233.0,339.0,122.0
2022,2022,2022,,MOH - Uganda,Acholi,Lamwo District,Padibe East Subcounty,Katum HC II,a4WmbJQWIME,Katum HC II,,,,8603.0,4306.0,6876.0,71094.0,3252876.0,6804.0,4086.0,,
2022,2022,2022,,MOH - Uganda,Ankole,Bushenyi District,Nyakabirizi Division,Katungu (WAD) HC II,a1QYwgYBhMH,Katungu (WAD) HC II,,,,1003.0,254.0,678.0,27905.0,308629.0,538.0,159.0,161.0,101.0
2022,2022,2022,,MOH - Uganda,Ankole,Bushenyi District,Nyakabirizi Division,Katungu Mission HC III,R43DSu1tUIj,Katungu Mission HC III,,,,1197.0,63.0,295.0,3404.0,103429.0,286.0,56.0,9.0,1.0
2022,2022,2022,,MOH - Uganda,Tooro,Kasese District,Lake Katwe Subcounty,Katunguru HC II,ai5Sfj3nu9K,Katunguru HC II,,,,1204.0,122.0,718.0,18457.0,674139.0,718.0,191.0,,
2022,2022,2022,,MOH - Uganda,Ankole,Rubirizi District,Katunguru Subcounty,Katunguru HC III,VeLWYyVm43q,Katunguru HC III,,,,2660.0,450.0,1103.0,20580.0,965221.0,663.0,280.0,438.0,165.0
2022,2022,2022,,MOH - Uganda,North Central,Luwero District,Luwero Subcounty,Katuugo HC III,cYPtAEauxNe,Katuugo HC III,,,,7506.0,3008.0,4897.0,9520.0,741834.0,2002.0,1433.0,2909.0,1706.0
2022,2022,2022,,MOH - Uganda,North Central,Nakasongola District,Kakooge Subcounty,Katuugo Military Training School HC II,PH3sr09fZS8,Katuugo Military Training School HC II,,,,5087.0,661.0,609.0,377.0,11804.0,609.0,245.0,,
2022,2022,2022,,MOH - Uganda,North Central,Kiboga District,Dwaniro Subcounty,Katwe (Dwaniro) HC III,FHtJEqFHwS4,Katwe (Dwaniro) HC III,,,,6629.0,1775.0,3799.0,71893.0,1170244.0,2351.0,1178.0,1428.0,593.0
2022,2022,2022,,MOH - Uganda,Tooro,Kasese District,Kabatoro Town Council,Katwe (Kabatoro) HC III,n5XFXJQhdtb,Katwe (Kabatoro) HC III,,,,5461.0,1111.0,2604.0,5801.0,836527.0,999.0,449.0,1580.0,534.0
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Makindye Division,Katwe Martyrs Clinic HC II,gv9c5KYrp4O,Katwe Martyrs Clinic HC II,,,,839.0,320.0,372.0,3470.0,3381.0,371.0,307.0,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Makindye Division,Katwe Medical Clinic HC II,dgqoCJ0j0O6,Katwe Medical Clinic HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Makindye Division,Katwe Police HC II,BbMm9NF0VVB,Katwe Police HC II,,,,2911.0,410.0,836.0,4328.0,209902.0,836.0,406.0,,
2022,2022,2022,,MOH - Uganda,Kigezi,Rukungiri District,Eastern Division (Rukungiri MC),Katwekamwe HC II,HWRAf8iPCDW,Katwekamwe HC II,,,,2966.0,5.0,568.0,43025.0,595080.0,568.0,48.0,,
2022,2022,2022,,MOH - Uganda,North Central,Mukono District,Central Division (Mukono MC),Kauga Prisons HC II,djAqdNTmp8l,Kauga Prisons HC II,,,,4831.0,182.0,755.0,99461.0,3047411.0,755.0,187.0,1.0,1.0
2022,2022,2022,,MOH - Uganda,Bukedi,Pallisa District,Kaukura Subcounty,Kaukura HC II,N7LKherv48P,Kaukura HC II,,,,6152.0,4712.0,8316.0,75645.0,16460.0,8316.0,7341.0,,
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Nansana Division,Kavic Medical Centre,twLLRoXrJK4,Kavic Medical Centre,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Kigezi,Kabale District,Maziba Subcounty,Kavu HC II,FTWikDLuEug,Kavu HC II,,,,2332.0,24.0,461.0,9193.0,65638.0,451.0,17.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Bugiri District,Buwunga Subcounty (Bugiri District),Kavule (Bugiri) HC II,yV5BS4wr7Q1,Kavule (Bugiri) HC II,,,,222.0,95.0,170.0,1176.0,1720.0,170.0,100.0,,
2022,2022,2022,,MOH - Uganda,North Central,Buikwe District,Ssi-Bukunja Subcounty,Kavule (Buikwe) HC II,bWOR5fD8vdv,Kavule (Buikwe) HC II,,,,1351.0,199.0,477.0,4292.0,129443.0,288.0,96.0,198.0,73.0
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Makindye Division,Kavule Clinic HC II,a2l9vpRshsu,Kavule Clinic HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Busoga,Bugiri District,Buwunga Subcounty (Bugiri District),Kavule COU HC II,ppdsMN2Evfp,Kavule COU HC II,,,,206.0,120.0,166.0,175.0,5.0,160.0,136.0,,
2022,2022,2022,,MOH - Uganda,Kigezi,Rukungiri District,Kebisoni Town Council,Kavuuya Memorial HC III,BLPrlr5KELk,Kavuuya Memorial HC III,,,,,70.0,397.0,,,397.0,70.0,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Rubaga Division,Kawaala Health Centre HC IV,wepUthscBkh,Kawaala Health Centre HC IV,,,,25796.0,942.0,14868.0,25.0,289290360.0,2668.0,378.0,8129.0,698.0
2022,2022,2022,,MOH - Uganda,Busoga,Kamuli District,Balawoli Subcounty,Kawaga HC II,aa2fHwZinjk,Kawaga HC II,,,,2965.0,1590.0,1778.0,9745.0,2830.0,1778.0,1291.0,,
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Nabweru Division,Kawanda HC III,avZWtMODscD,Kawanda HC III,,,,10983.0,1706.0,7843.0,34402.0,1634964.0,4974.0,1210.0,1062.0,525.0
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Nabweru Division,Kawanda Medical Centre HC III,n6uXSCmHfgW,Kawanda Medical Centre HC III,,,,23.0,8.0,61.0,27.0,1416.0,47.0,8.0,16.0,
2022,2022,2022,,MOH - Uganda,North Central,Mubende District,Madudu Subcounty,Kaweeri Coffee HC II,VfbMdAuMdT5,Kaweeri Coffee HC II,,,,4142.0,557.0,968.0,3657.0,233519.0,967.0,510.0,,
2022,2022,2022,,MOH - Uganda,North Central,Mubende District,Eastern Division (Mubende MC),Kaweeri HC II,hQLiqK0IfdK,Kaweeri HC II,,,,3988.0,593.0,2922.0,32956.0,300530.0,2922.0,1075.0,,
2022,2022,2022,,MOH - Uganda,North Central,Mubende District,Eastern Division (Mubende MC),Kaweeri Prisons HC II,HKw4Bu0mBp5,Kaweeri Prisons HC II,,,,3244.0,334.0,893.0,2483.0,162096.0,608.0,234.0,285.0,80.0
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Kawempe Division,Kawempe Domicilliary Clinic HC II,y7dPZ228JMz,Kawempe Domicilliary Clinic HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Kawempe Division,Kawempe Home Care Clinic HC III,QgAL2KJE7g4,Kawempe Home Care Clinic HC III,,,,8288.0,231.0,459.0,3734.0,361.0,399.0,53.0,57.0,12.0
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Kawempe Division,Kawempe Mbogo Health Centre HC III,CAmmzQ05KMV,Kawempe Mbogo Health Centre HC III,,,,118.0,9.0,111.0,99.0,94.0,110.0,9.0,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Kawempe Division,Kawempe National Referral Hospital,BrtC10sqp45,Kawempe National Referral Hospital,,,,37298.0,674.0,4915.0,,,2927.0,398.0,2009.0,318.0
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Kawempe Division,Kawempe Police Medical Centre HC II,owOVNT2yPYd,Kawempe Police Medical Centre HC II,,,,1264.0,283.0,536.0,875.0,7282.0,537.0,280.0,7.0,3.0
2022,2022,2022,,MOH - Uganda,Busoga,Iganga District,Namungalwe Subcounty,Kawete HC II,HxDOa69pePc,Kawete HC II,,,,3284.0,1909.0,3329.0,41661.0,271960.0,3276.0,2188.0,,
2022,2022,2022,,MOH - Uganda,North Central,Nakaseke District,Kinyogoga Subcounty,Kaweweeta HC III,AUl2LinS4Zb,Kaweweeta HC III,,,,4522.0,1041.0,2734.0,1262.0,2337.0,849.0,232.0,1916.0,504.0
2022,2022,2022,,MOH - Uganda,South Central,Bukomansimbi District,Butenga Subcounty,Kawoko Muslim HC III,A7BAVMsywaQ,Kawoko Muslim HC III,,,,498.0,173.0,376.0,9587.0,99870.0,264.0,114.0,145.0,58.0
2022,2022,2022,,MOH - Uganda,North Central,Buikwe District,Central Division (Lugazi MC),Kawolo Hospital,nKKX3gA72zS,Kawolo Hospital,,,,88858.0,2145.0,11921.0,89033.0,324684.0,3110.0,772.0,8813.0,1334.0
2022,2022,2022,,MOH - Uganda,North Central,Kayunga District,Kangulumira Subcounty,Kawomya Health Centre HC III,gq7JoTkTLAq,Kawomya Health Centre HC III,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,South Central,Butambala District,Kibibi Subcounty,Kawonawo Domiciary Clinic - Kibibi HC II,yVfysxEDePw,Kawonawo Domiciary Clinic - Kibibi HC II,,,,501.0,3.0,24.0,216.0,1323.0,24.0,24.0,,
2022,2022,2022,,MOH - Uganda,North Central,Kayunga District,Galiraaya Subcounty,Kawongo HC III,xFu5BXdkrZj,Kawongo HC III,,,,3874.0,1383.0,2859.0,58678.0,102640.0,2752.0,1345.0,68.0,27.0
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Katabi Town Council,Kawuku Medical Centre HC III,xCzPoUI3u5K,Kawuku Medical Centre HC III,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,South Central,Mpigi District,Buwama Town Council,Kawumba Medical Centre HC III,DBdKk9hp9rJ,Kawumba Medical Centre HC III,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Ankole,Kazo District,Kazo Subcounty,Kayanga HC II,jSN5bolaX6T,Kayanga HC II,,,,3691.0,1982.0,3414.0,22428.0,878748.0,3373.0,2067.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Bugiri District,Kapyanga Subcounty,Kayango HC III,BNsfT2yL0kW,Kayango HC III,,,,7824.0,4814.0,7093.0,66977.0,201835.0,7107.0,4858.0,1.0,
2022,2022,2022,,MOH - Uganda,South Central,Kyotera District,Lwankoni Subcounty,Kayanja HC II,zwfMFtrP9wk,Kayanja HC II,,,,5259.0,2481.0,4141.0,77485.0,3609890.0,4141.0,2481.0,,
2022,2022,2022,,MOH - Uganda,South Central,Rakai District,Kagamba Subcounty,Kayanja Prisons Clinic HC II,GjYw2dLMhU8,Kayanja Prisons Clinic HC II,,,,3112.0,995.0,1466.0,3625.0,653520.0,1458.0,947.0,,
2022,2022,2022,,MOH - Uganda,Tooro,Kasese District,Nyakiyumbu Subcounty,Kayanzi HC II,Kn6t9pxwTTv,Kayanzi HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,South Central,Rakai District,Lwanda Subcounty,Kayayumbe HC II,VC8mMNDQFJ8,Kayayumbe HC II,,,,4597.0,1485.0,2425.0,10924.0,221211.0,2425.0,1673.0,,
2022,2022,2022,,MOH - Uganda,North Central,Mubende District,Kayebe Subcounty,Kayebe HC II,OYxZ53hePFw,Kayebe HC II,,,,1057.0,589.0,847.0,240.0,9522.0,847.0,578.0,,
2022,2022,2022,,MOH - Uganda,Tooro,Bundibugyo District,Busaru Subcounty,Kayenje HC II,aP9QvjkEszN,Kayenje HC II,,,,6414.0,3217.0,5314.0,4691.0,800460.0,5204.0,3177.0,,
2022,2022,2022,,MOH - Uganda,North Central,Luwero District,Kalagala Subcounty,Kayindu HC II,MXAe9yD6Wtl,Kayindu HC II,,,,4558.0,234.0,3202.0,25050.0,210960.0,3051.0,1985.0,,
2022,2022,2022,,MOH - Uganda,North Central,Mubende District,Western Division (Mubende MC),Kayinja HC II,CqzxNyWUzno,Kayinja HC II,,,79.0,2613.0,1526.0,1794.0,21735.0,72630.0,1794.0,1399.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Bugiri District,Muterere Subcounty,Kayogera HC II,yj1g0uy0fXZ,Kayogera HC II,,,,3746.0,2258.0,3598.0,103355.0,302900.0,3598.0,2546.0,15.0,
2022,2022,2022,,MOH - Uganda,Ankole,Ntungamo District,Kayonza Subcounty (Ntungamo District),Kayonza (Ntungamo) HC III,H9Kdh2eKGyz,Kayonza (Ntungamo) HC III,,,,7423.0,546.0,2288.0,47590.0,999750.0,2253.0,532.0,31.0,9.0
2022,2022,2022,,MOH - Uganda,South Central,Rakai District,Ddwaniro Subcounty (Rakai District),Kayonza Ddwaniro HC II,fOjYXPjN0QN,Kayonza Ddwaniro HC II,,,,4591.0,2127.0,3624.0,7667.0,7072406.0,3554.0,2304.0,,
2022,2022,2022,,MOH - Uganda,Kigezi,Kanungu District,Kanungu Kayonza Subcounty,Kayonza HC III,N22ImPbP6VG,Kayonza HC III,,,,9346.0,1050.0,5319.0,42704.0,145928.0,5158.0,968.0,161.0,24.0
2022,2022,2022,,MOH - Uganda,South Central,Rakai District,Kacheera Subcounty,Kayonza Kacheera HC II,aRQrCkpinJP,Kayonza Kacheera HC II,,,,5265.0,3140.0,5252.0,13550.0,1016640.0,4637.0,2867.0,,
2022,2022,2022,,MOH - Uganda,North Central,Kayunga District,Kayonza Kayunga Subcounty,Kayonza Prison Clinic,OGo58TYk6SY,Kayonza Prison Clinic,,,,609.0,78.0,208.0,2961.0,53921.0,167.0,75.0,,
2022,2022,2022,,MOH - Uganda,Kigezi,Kanungu District,Butogota Town Council,Kayonza Tea Factory HC III,x65jpp0WQnc,Kayonza Tea Factory HC III,,,,4134.0,52.0,276.0,425.0,4782.0,106.0,31.0,170.0,50.0
2022,2022,2022,,MOH - Uganda,Bukedi,Tororo District,Magola Subcounty,Kayoro HC II,hGZQdzp6xLI,Kayoro HC II,,,,7346.0,2613.0,5748.0,33922.0,1319361.0,5678.0,4238.0,2.0,1.0
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Wakiso Town Council,Kayunga Community Health Centre HC II,Vp2cfAQGNso,Kayunga Community Health Centre HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,South Central,Sembabule District,Mateete Subcounty,Kayunga HC II,FCDGg3pIvrx,Kayunga HC II,,,,4572.0,2204.0,3531.0,50550.0,1041144.0,3438.0,2279.0,,
2022,2022,2022,,MOH - Uganda,North Central,Kayunga District,Kayunga Town Council,Kayunga Police HC II,Hdfxcx6XAxf,Kayunga Police HC II,,,,3213.0,1273.0,1816.0,151323.0,4217038.0,1816.0,1272.0,1.0,1.0
2022,2022,2022,,MOH - Uganda,North Central,Kayunga District,Kayunga Town Council,Kayunga Regional Referral Hospital,sFIS2oxchec,Kayunga Regional Referral Hospital,,,,67013.0,3193.0,10450.0,555.0,2796668.0,576.0,187.0,9256.0,2984.0
2022,2022,2022,,MOH - Uganda,Kigezi,Kanungu District,Nyanga Subcounty,Kazinga (Kanungu) HC II,PR3iWtZLeMK,Kazinga (Kanungu) HC II,,,,2937.0,1509.0,2546.0,32700.0,305140.0,2541.0,1651.0,9.0,1.0
2022,2022,2022,,MOH - Uganda,Ankole,Rubirizi District,Katunguru Subcounty,Kazinga (Rubirizi) HC II,PY6780xaFk4,Kazinga (Rubirizi) HC II,,,,760.0,64.0,287.0,12750.0,643562.0,285.0,111.0,,
2022,2022,2022,,MOH - Uganda,Tooro,Kyegegwa District,Rwentuha Subcounty,Kazinga HC III,ck9FaUIhQAl,Kazinga HC III,,,,10115.0,3448.0,6581.0,277727.0,3104050.0,6541.0,3266.0,186.0,2.0
2022,2022,2022,,MOH - Uganda,Ankole,Kazo District,Kazo Town Council,Kazo HC IV,stVRVnZtZVM,Kazo HC IV,,,,19428.0,6567.0,12149.0,73026.0,1735260.0,11140.0,6151.0,1159.0,579.0
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Entebbe Division B,Kazuri HC II,frq8L51tfEO,Kazuri HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Kigezi,Kanungu District,Kirima Subcounty,Kazuru HC II,Jw5D6vK2hRT,Kazuru HC II,,,,2929.0,774.0,2038.0,22472.0,56766.0,2012.0,1118.0,,
2022,2022,2022,,MOH - Uganda,North Central,Nakasongola District,Kalungi Subcounty,Kazwama HC II,hwNTd8tjyyR,Kazwama HC II,,,,5284.0,2246.0,4418.0,40688.0,779082.0,2608.0,1461.0,1835.0,770.0
2022,2022,2022,,MOH - Uganda,North Central,Buikwe District,Ssi-Bukunja Subcounty,Kbmk Medical Clinic HC II,Ijowd7CA6q6,Kbmk Medical Clinic HC II,,,,334.0,354.0,1327.0,2141.0,26916.0,1327.0,353.0,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Kawempe Division,Kd Clinic HC II,YGb3TGRjmYq,Kd Clinic HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Kigezi,Kabale District,Central Division (Kabale MC),Kda Staff Clinic HC II,kdtrPobMkil,Kda Staff Clinic HC II,,,,1826.0,39.0,405.0,12132.0,57888.0,405.0,37.0,,
2022,2022,2022,,MOH - Uganda,Karamoja,Kotido District,Central Division (Kotido MC),KDDO HC III,w3AMFcvoAx9,KDDO HC III,,,,2546.0,921.0,2164.0,8265.0,264863.0,1567.0,736.0,519.0,219.0
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Makindye Division,Keah Medical Center Nsambya HC II,i6B1bu1WZWx,Keah Medical Center Nsambya HC II,,,,457.0,118.0,239.0,,72.0,33.0,16.0,201.0,102.0
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Nakawa Division,Keb Mirembe Clinic,sOHZmgchvcN,Keb Mirembe Clinic,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Kigezi,Rukungiri District,Kebisoni Town Council,Kebisoni HC IV,Th69WKFWepR,Kebisoni HC IV,,,,11696.0,712.0,2874.0,220484.0,1377352.0,2859.0,712.0,3.0,
2022,2022,2022,,MOH - Uganda,Bukedi,Budaka District,Kaderuna Subcounty,Kebula HC II,IbDdnbWltNt,Kebula HC II,,,,9823.0,1709.0,8830.0,123997.0,617749.0,8547.0,6844.0,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Nakawa Division,Keen Medical Centre HC II,jEVRYDprMDJ,Keen Medical Centre HC II,,,,145.0,38.0,100.0,41.0,415.0,101.0,29.0,3.0,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Nakawa Division,Keethen General Clinic HC II,UMYvXcVFsCs,Keethen General Clinic HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,West Nile,Yumbe District,Kei Subcounty,Kei HC III,yMnNUBDNr21,Kei HC III,,,,2203.0,1643.0,1846.0,47315.0,342096.0,808.0,659.0,1039.0,867.0
2022,2022,2022,,MOH - Uganda,Ankole,Kazo District,Engari Subcounty,Keicumu HC II,xVpw6U5qGMy,Keicumu HC II,,,,765.0,107.0,355.0,6433.0,63678.0,323.0,230.0,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Rubaga Division,Keisha Medical Clinic HC II,m5WWZQFunt2,Keisha Medical Clinic HC II,,,,93.0,25.0,84.0,142.0,1359.0,76.0,25.0,,
2022,2022,2022,,MOH - Uganda,South Central,Sembabule District,Lwemiyaga Subcounty,Keizooba HC II,aSPxoxAOWUW,Keizooba HC II,,,,2449.0,1056.0,1952.0,36270.0,1095408.0,1952.0,1056.0,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Central Division (Kampala CCA),Kema Medical Diagnostic Lab HC II,VfXzOU9ExvV,Kema Medical Diagnostic Lab HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,South Central,Lyantonde District,Mpumudde Subcounty,Kemunyu HC II,bynKkUzEQmD,Kemunyu HC II,,,,2276.0,496.0,1300.0,20252.0,185566.0,1219.0,761.0,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Makindye Division,Ken Medical Center HC II,Hl2WyuSQ8DZ,Ken Medical Center HC II,,,,1081.0,340.0,734.0,1134.0,14514.0,201.0,101.0,677.0,242.0
2022,2022,2022,,MOH - Uganda,Bukedi,Kibuku District,Kabweri Subcounty,Kenkebu HC II,vGB5z2UnueH,Kenkebu HC II,,,,15562.0,12630.0,14835.0,444600.0,5133430.0,13988.0,11718.0,,
2022,2022,2022,,MOH - Uganda,Lango,Kwania District,Aduku Subcounty,Kenpal Medicare Drugshop,N5yaEnM66Me,Kenpal Medicare Drugshop,,,,241.0,68.0,140.0,121.0,849.0,137.0,68.0,,
2022,2022,2022,,MOH - Uganda,Bukedi,Budaka District,Katiira Subcounty,Kerekerene HC III,u16ZU15t0aX,Kerekerene HC III,,,,9906.0,6231.0,9354.0,158507.0,1604318.0,9354.0,6291.0,,
2022,2022,2022,,MOH - Uganda,Bukedi,Pallisa District,Pallisa Town Council,Keriph Medical Centre,z1XCvl2DaLh,Keriph Medical Centre,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Bukedi,Pallisa District,Pallisa Town Council,Kerith HC III,SZzEzhVy6Yy,Kerith HC III,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Busoga,Kaliro District,Namwiwa Subcounty,Kern HC II,bOLLUrgRJES,Kern HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Rubaga Division,Kerning Clinic HC II,XGogRMc96SC,Kerning Clinic HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Kakiri Subcounty,Kerp Clinic,XoFL7XGXuku,Kerp Clinic,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,West Nile,Yumbe District,Kerwa Subcounty,Kerwa HC III,wTVVhT1zOWS,Kerwa HC III,,,,9793.0,7029.0,8711.0,904738.0,9400664.0,7746.0,6366.0,710.0,630.0
