"location_name","parent","latitude","longitude","location_id","level","path_to_top_parent","authority","facility_level","operational_status","organisation_unit_levels","ownership"
"Lords Medical Clinic","RQ4bTHOso6m",NA,NA,"EcCH0Fk9lHR",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,RQ4bTHOso6m,EcCH0Fk9lHR","Private","HC II","Functional","Health Facilities","PFP"
"Lords Mercy Medical Centre HC II","oweSpFBNbmi",NA,NA,"h310oOepWYT",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,h310oOepWYT","Private","HC II","Functional","Health Facilities","PFP"
"Lorengechora HC III","FvufV5jpEM5",1.99956,34.278,"UhCMUEIx3V9",5,"akV6429SUqu,jdlbNUwJiKX,EDhGji3EteB,FvufV5jpEM5,UhCMUEIx3V9","MOH","HC III","Functional","Health Facilities","GOV"
"Lorengedwat HC III","acHG8DfK2la",2.35819,34.56635,"EYaoFJ7u4nr",5,"akV6429SUqu,jdlbNUwJiKX,mOXva2xiwQv,acHG8DfK2la,EYaoFJ7u4nr","MOH","HC III","Functional","Health Facilities","GOV"
"Loro HC III","MhOYaJ7W537",2.24514,32.53302,"aB4YnvwOvMk",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,MhOYaJ7W537,aB4YnvwOvMk","MOH","HC II","Functional","Health Facilities","GOV"
"Loro Prison HC II","Lg96gQU7KFN",2.2801,32.5354,"QqmvGCcxjPN",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,Lg96gQU7KFN,QqmvGCcxjPN","UPS","HC II","Functional","Health Facilities","GOV"
"Loroo HC III","lJWSXSCBtli",2.21069,34.89792,"Z3lPWheXHAH",5,"akV6429SUqu,jdlbNUwJiKX,a8RHFdF4DXL,lJWSXSCBtli,Z3lPWheXHAH","MOH","HC III","Functional","Health Facilities","GOV"
"Losakucha HC II","BH9KY4rNgOd",3.11812,33.91245,"akNVan5uHv4",5,"akV6429SUqu,jdlbNUwJiKX,aPZzL4CyBTg,BH9KY4rNgOd,akNVan5uHv4","MOH","HC II","Functional","Health Facilities","GOV"
"Losilang HC II","Vz7BrbNJfZW",3.05524,34.13798,"a7toXljFJe0",5,"akV6429SUqu,jdlbNUwJiKX,aPZzL4CyBTg,Vz7BrbNJfZW,a7toXljFJe0","UCMB","HC II","Functional","Health Facilities","PNFP"
"Lotim HC II","i51nqCi2zF5",3.66142,34.11683,"IP3d7JaMsyW",5,"akV6429SUqu,jdlbNUwJiKX,eOJUW6OGpc7,i51nqCi2zF5,IP3d7JaMsyW","UPMB","HC II","Functional","Health Facilities","PNFP"
"Lotirir HC II","JEKNYSV6wvH",2.47956,34.60617,"togwFuxPtSj",5,"akV6429SUqu,jdlbNUwJiKX,A9kRCvmn6Co,JEKNYSV6wvH,togwFuxPtSj","NGO","HC II","Functional","Health Facilities","PNFP"
"Lotome HC III","lohzTg3j7jU",2.37184,34.52672,"PLUp4qPTSvf",5,"akV6429SUqu,jdlbNUwJiKX,EDhGji3EteB,lohzTg3j7jU,PLUp4qPTSvf","MOH","HC III","Functional","Health Facilities","GOV"
"Love & Mercy Clinic","yNRYsHdz3sf",NA,NA,"bhXPm7mqi2B",5,"akV6429SUqu,Dt6qdenPX1E,TGzZPOmbgn8,yNRYsHdz3sf,bhXPm7mqi2B","Private","Clinic","Functional","Health Facilities","PFP"
"Love and Life Health services, International","oweSpFBNbmi",NA,NA,"laK3lxiFM89",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,laK3lxiFM89",NA,"HC II","Functional",NA,"PFP"
"Loyoajonga HC III","Jwnd2Jayc4g",2.75019,32.54763,"SsSHoj0KsxS",5,"akV6429SUqu,SUvODYOcaVf,S5fvUXgY54J,Jwnd2Jayc4g,SsSHoj0KsxS","MOH","HC III","Functional","Health Facilities","GOV"
"Loyoro HC III","aYLAe6kESiT",3.351081,34.257421,"WmXAoLJicih",5,"akV6429SUqu,jdlbNUwJiKX,eOJUW6OGpc7,aYLAe6kESiT,WmXAoLJicih","MOH","HC III","Functional","Health Facilities","GOV"
"Lubaga Hospital","oweSpFBNbmi",0.30797,32.551622,"dgmy0Fjx1KZ",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,dgmy0Fjx1KZ","UCMB","Hospital","Functional","Health Facilities","PNFP"
"Lubago Ll Medical Center HC II","FbuhMjEaMXt",NA,NA,"FCc4BUjZVrY",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,FbuhMjEaMXt,FCc4BUjZVrY","Private","HC II","Non-Functional","Health Facilities","PFP"
"Lubanga Lagen Clinic HC II","kKEBeO1LL7S",0.324919,32.528835,"v3EDZsaEsb0",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,v3EDZsaEsb0","Private","HC II","Functional","Health Facilities","PFP"
"Lubangaber Medical Center HC III","M8nMckziF7v",NA,NA,"kcgYUPNUV35",5,"akV6429SUqu,r0GhWtmPHDj,QoRZB7xc3j9,M8nMckziF7v,kcgYUPNUV35","Private","HC III","Functional",NA,"PFP"
"Lubbe HC II","UOGlWhl35aX",0.47056,32.35672,"hWLhvMRml0f",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,UOGlWhl35aX,hWLhvMRml0f","MOH","HC II","Functional","Health Facilities","GOV"
"Lubimbiri HC II","gU8RvyvTbfN",0.39961,31.13624,"uhniq3yZlCE",5,"akV6429SUqu,Dl9WvtvDs5V,lzWuB6bCQeV,gU8RvyvTbfN,uhniq3yZlCE","MOH","HC II","Functional","Health Facilities","GOV"
"Lubira HC III","OKDIaS83FAi",0.71558,33.6271,"NZmcEUkHQPs",5,"akV6429SUqu,Wd1lV9Qdj4o,AIonX4LaJeU,OKDIaS83FAi,NZmcEUkHQPs","MOH","HC III","Functional","Health Facilities","GOV"
"Lubiri Army Barracks HC II","mayeGj9ddSB",NA,NA,"d1xDXfZQf7j",5,"akV6429SUqu,yx0ieyZNF0l,orgY0d5MJa9,mayeGj9ddSB,d1xDXfZQf7j",NA,"HC II","Functional",NA,NA
"Lubowa Medical Centre (Ihk) HC III","WcTXblqtAB7",NA,NA,"UNTbY4fTURQ",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,WcTXblqtAB7,UNTbY4fTURQ","Private","HC III","Functional","Health Facilities","PFP"
"Lubowa Medical Clinic HC II","aQbUr8vlhmm",NA,NA,"TtzxqIzhWfs",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,aQbUr8vlhmm,TtzxqIzhWfs","Private","HC II","Functional","Health Facilities","PFP"
"Lubugumu Medical Clinic HC II","WcTXblqtAB7",NA,NA,"e44ztv5Gqk3",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,WcTXblqtAB7,e44ztv5Gqk3","Private","HC II","Functional","Health Facilities","PFP"
"Lubya HC II","LuQr8DC2ODx",NA,NA,"aZjBV5O7kkf",5,"akV6429SUqu,Dl9WvtvDs5V,aZLZPPjqft0,LuQr8DC2ODx,aZjBV5O7kkf","MOH","HC II","Functional","Health Facilities","GOV"
"Lucia Dormiciliary Clinic","CDtQkwtnyAH",NA,NA,"MWNyJiDjRMO",5,"akV6429SUqu,Dl9WvtvDs5V,ykxQEnZGXkj,CDtQkwtnyAH,MWNyJiDjRMO","Private","Clinic","Functional","Health Facilities","PFP"
"Lucky Clinic HC II","FbuhMjEaMXt",NA,NA,"pGKopMqw2E7",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,FbuhMjEaMXt,pGKopMqw2E7","Private","HC II","Functional","Health Facilities","PFP"
"Lucky Domicilliary Clinic HC II","FbuhMjEaMXt",NA,NA,"HxikZbcwEYS",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,FbuhMjEaMXt,HxikZbcwEYS","Private","HC II","Non-Functional","Health Facilities","PFP"
"Lucky Medical Centre","cLas0iVZsnw",NA,NA,"ndN0FCBD9jE",5,"akV6429SUqu,QBPg7KKCeoA,WiVj4bEhX4P,cLas0iVZsnw,ndN0FCBD9jE","Private","HC II","Non-Functional","Health Facilities","PFP"
"Lucoheco Health Center HC II","oweSpFBNbmi",NA,NA,"TCQjCHoimX3",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,TCQjCHoimX3","CBO","HC II","Functional","Health Facilities","PNFP"
"Lucy Bisereko HC III","STVXdJbnn3H",1.35646,31.3925,"bOBFFFr0Cls",5,"akV6429SUqu,yx0ieyZNF0l,L5WBetpBpY3,STVXdJbnn3H,bOBFFFr0Cls","MOH","HC III","Functional","Health Facilities","GOV"
"Lucy Medical Clinic HC II","kKEBeO1LL7S",NA,NA,"K4xPqg94AWc",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,K4xPqg94AWc","Private","HC II","Functional","Health Facilities","PFP"
"Ludara HC III","Pb5LohJFHA0",3.522155,31.000814,"arcJgFPVh0M",5,"akV6429SUqu,BD3XaQ7cQAp,iqsaGItA68C,Pb5LohJFHA0,arcJgFPVh0M","MOH","HC III","Functional","Health Facilities","GOV"
"Lufuka Valley HC III","WcTXblqtAB7",0.26008,32.56815,"xLwJJhiMkkX",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,WcTXblqtAB7,xLwJJhiMkkX","CBO","HC III","Non-Functional","Health Facilities","PNFP"
"Lugala Community HC II","kGk6ZytfQ1R",NA,NA,"zSvdFQRU9Xw",5,"akV6429SUqu,Wd1lV9Qdj4o,Ut0ysYGEipO,kGk6ZytfQ1R,zSvdFQRU9Xw","NGO","HC II","Non-Functional","Health Facilities","PFP"
"Lugala HC II","kGk6ZytfQ1R",NA,NA,"qzuX96cewmK",5,"akV6429SUqu,Wd1lV9Qdj4o,Ut0ysYGEipO,kGk6ZytfQ1R,qzuX96cewmK","MOH","HC II","Functional","Health Facilities","GOV"
"Lugasa HC III","joyz7BH8DXG",0.87858,32.86212,"AvO7fMz294Z",5,"akV6429SUqu,Dl9WvtvDs5V,ykxQEnZGXkj,joyz7BH8DXG,AvO7fMz294Z","MOH","HC III","Functional","Health Facilities","GOV"
"Lugazi II HC II","D6apc5s4Bwt",0.366407,32.936462,"yM6f1QC8fPA",5,"akV6429SUqu,Dl9WvtvDs5V,x75Yh65MaUa,D6apc5s4Bwt,yM6f1QC8fPA","MOH","HC II","Functional","Health Facilities","GOV"
"Lugazi Med Care Clinic","ak8dhyMummI",NA,NA,"wvi6CU7IhIj",5,"akV6429SUqu,Dl9WvtvDs5V,x75Yh65MaUa,ak8dhyMummI,wvi6CU7IhIj","NGO","HC II","Non-Functional","Health Facilities","PFP"
"Lugazi Mission HC II","ak8dhyMummI",0.36375,32.93703,"HTBCQKqmG9S",5,"akV6429SUqu,Dl9WvtvDs5V,x75Yh65MaUa,ak8dhyMummI,HTBCQKqmG9S","NGO","HC II","Functional","Health Facilities","PNFP"
"Lugazi Muslim HC III","ak8dhyMummI",0.36727,32.93499,"J8lqAR46pse",5,"akV6429SUqu,Dl9WvtvDs5V,x75Yh65MaUa,ak8dhyMummI,J8lqAR46pse","UMMB","HC III","Functional","Health Facilities","PNFP"
"Lugazi Police HC II","ak8dhyMummI",0.36975,32.94178,"qYZPZV35BRO",5,"akV6429SUqu,Dl9WvtvDs5V,x75Yh65MaUa,ak8dhyMummI,qYZPZV35BRO","UPF","HC II","Functional","Health Facilities","GOV"
"Lugazi Prison HC II","ak8dhyMummI",NA,NA,"WOqRCuNycSZ",5,"akV6429SUqu,Dl9WvtvDs5V,x75Yh65MaUa,ak8dhyMummI,WOqRCuNycSZ","UPS","HC II","Functional",NA,"GOV"
"Lugazi Rural Clinic","ak8dhyMummI",NA,NA,"myAq6S25Sib",5,"akV6429SUqu,Dl9WvtvDs5V,x75Yh65MaUa,ak8dhyMummI,myAq6S25Sib","NGO","HC II","Functional","Health Facilities","PFP"
"Lugazi Scoul Hospital","ak8dhyMummI",0.37751,32.93794,"achC82olIo9",5,"akV6429SUqu,Dl9WvtvDs5V,x75Yh65MaUa,ak8dhyMummI,achC82olIo9","NGO","Hospital","Functional","Health Facilities","PNFP"
"Lugo HC III","lTJKdr8yZcj",0.7684,32.51234,"aKayqi0QalZ",5,"akV6429SUqu,Dl9WvtvDs5V,tr9XWtYsL5P,lTJKdr8yZcj,aKayqi0QalZ","UMMB","HC III","Functional","Health Facilities","PNFP"
"Lugogo General Clinic HC II","kKEBeO1LL7S",NA,NA,"voJbyaP4rnX",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,voJbyaP4rnX","Private","HC II","Functional","Health Facilities","PFP"
"Lugore HC II","ALL4sSTGBRn",3.05042,32.3535,"Gzcd4Zsd8iB",5,"akV6429SUqu,SUvODYOcaVf,Gwk4wkLz7EW,ALL4sSTGBRn,Gzcd4Zsd8iB","MOH","HC II","Functional","Health Facilities","GOV"
"Lugore Prisons HC II","ALL4sSTGBRn",3.04914,32.427,"PQ5WTEpxw8U",5,"akV6429SUqu,SUvODYOcaVf,Gwk4wkLz7EW,ALL4sSTGBRn,PQ5WTEpxw8U","UPS","HC II","Functional","Health Facilities","GOV"
"Lugungudde HC II","KDXoiPpllM7",0.53488,32.34343,"KKGQeLdmpeT",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,KDXoiPpllM7,KKGQeLdmpeT","MOH","HC II","Functional","Health Facilities","GOV"
"Lugusuulu HC II","JXAOPG4pehv",NA,NA,"UNFFbN2I5sE",5,"akV6429SUqu,IEU0FjDAhBP,j7AQsnEYmvi,JXAOPG4pehv,UNFFbN2I5sE","MOH","HC II","Functional","Health Facilities","GOV"
"Luhaire Clinic","K3fBM7akxIM",NA,NA,"Jbs89t6sQzf",5,"akV6429SUqu,QBPg7KKCeoA,lkuO79O6mRx,K3fBM7akxIM,Jbs89t6sQzf","Private","Clinic","Functional","Health Facilities","PFP"
"Lujjabwa Island HC II","mzTzzMsXjM9",NA,NA,"RuPdGm5T2zl",5,"akV6429SUqu,IEU0FjDAhBP,JrHILmtK0OU,mzTzzMsXjM9,RuPdGm5T2zl","MOH","HC II","Functional","Health Facilities","GOV"
"Lujorongole HC II","BNUP3lD4kG4",2.62985,32.36438,"Fw6WydOY9UR",5,"akV6429SUqu,SUvODYOcaVf,S5fvUXgY54J,BNUP3lD4kG4,Fw6WydOY9UR","MOH","HC II","Functional","Health Facilities","GOV"
"Luka Health services clinic","jLbNqQrDbKZ",NA,NA,"EExU2ThZ3Us",5,"akV6429SUqu,yx0ieyZNF0l,tM3DsJxMaMX,jLbNqQrDbKZ,EExU2ThZ3Us","Private","HC II","Functional",NA,"PFP"
"Lukale HC II","Tk7ofkvg3K9",NA,NA,"vDmdUfmWS3J",5,"akV6429SUqu,Dl9WvtvDs5V,aZLZPPjqft0,Tk7ofkvg3K9,vDmdUfmWS3J","MOH","HC III","Functional",NA,"GOV"
"Lukaya HC III","SGXPXHBPCyu",-0.142449,31.874866,"IDk3QfceRQG",5,"akV6429SUqu,IEU0FjDAhBP,ahyi8Uq4vaj,SGXPXHBPCyu,IDk3QfceRQG","MOH","HC III","Functional","Health Facilities","GOV"
"Lukaya Health Care Center/Uganda Cares HC II","SGXPXHBPCyu",NA,NA,"mqCkkaqoMNA",5,"akV6429SUqu,IEU0FjDAhBP,ahyi8Uq4vaj,SGXPXHBPCyu,mqCkkaqoMNA","NGO","HC II","Functional","Health Facilities","PNFP"
"Lukaya Prison HC II","SGXPXHBPCyu",NA,NA,"TKQovZd5iQI",5,"akV6429SUqu,IEU0FjDAhBP,ahyi8Uq4vaj,SGXPXHBPCyu,TKQovZd5iQI","UPS","HC II","Functional",NA,"GOV"
"Lukerere HC II","afxMkooK3iZ",-0.86917,31.28694,"h7tdk6J0nEk",5,"akV6429SUqu,IEU0FjDAhBP,P8iz90eiIrW,afxMkooK3iZ,h7tdk6J0nEk","MOH","HC II","Functional","Health Facilities","GOV"
"Lukodi HC II","LNkFivzpeA1",NA,NA,"dIbIL5tIcDi",5,"akV6429SUqu,SUvODYOcaVf,Gwk4wkLz7EW,LNkFivzpeA1,dIbIL5tIcDi","NGO","HC II","Functional","Health Facilities","PNFP"
"Lukole HC III","lhKxF8mfub4",2.8356,33.33905,"RHk4V3ZlFbx",5,"akV6429SUqu,SUvODYOcaVf,ztIyIYAzFKp,lhKxF8mfub4,RHk4V3ZlFbx","MOH","HC III","Functional","Health Facilities","GOV"
"Lukolo HC III","bRDYyY5ifEh",0.56285,33.18729,"NRHnL9b4KGT",5,"akV6429SUqu,Wd1lV9Qdj4o,wRApaxY2zJf,bRDYyY5ifEh,NRHnL9b4KGT","MOH","HC III","Functional","Health Facilities","GOV"
"Lukomera Maternity Clinic HC II","lTJKdr8yZcj",NA,NA,"xlcpY1lKgXi",5,"akV6429SUqu,Dl9WvtvDs5V,tr9XWtYsL5P,lTJKdr8yZcj,xlcpY1lKgXi","Private","HC II","Functional","Health Facilities","PFP"
"Lukwir HC II","Jwnd2Jayc4g",2.73244,32.48086,"Uu40YoS0Mvr",5,"akV6429SUqu,SUvODYOcaVf,S5fvUXgY54J,Jwnd2Jayc4g,Uu40YoS0Mvr","MOH","HC II","Functional","Health Facilities","GOV"
"Lukwor HC II","awkC6nEZfiH",3.29031,32.94453,"ayBEw3mzXtd",5,"akV6429SUqu,SUvODYOcaVf,pnTVIF5v27r,awkC6nEZfiH,ayBEw3mzXtd","MOH","HC II","Functional","Health Facilities","GOV"
"Lulagala HC III","RQ8cZpWvNU3",0.35134,32.01868,"f5lLaEQlPzM",5,"akV6429SUqu,Dl9WvtvDs5V,Q7PaNIbyZII,RQ8cZpWvNU3,f5lLaEQlPzM","UPMB","HC III","Functional","Health Facilities","PNFP"
"Lulamba HC III","UncsFPaUPY4",-0.19387,32.32162,"K3E78Mqdg2A",5,"akV6429SUqu,IEU0FjDAhBP,JrHILmtK0OU,UncsFPaUPY4,K3E78Mqdg2A","MOH","HC III","Functional","Health Facilities","GOV"
"Lulubi Maternity Clinic HC II","GNk286NN5pG",NA,NA,"LQH5UZOoWj2",5,"akV6429SUqu,Dt6qdenPX1E,AhwgeZQYj16,GNk286NN5pG,LQH5UZOoWj2","Private","HC II","Functional","Health Facilities","PFP"
"Lulyambuzi HC III","uO3WnJBCEq5",0.74309,33.22495,"Tb7BdBuiIn8",5,"akV6429SUqu,Wd1lV9Qdj4o,oyygQ2STBST,uO3WnJBCEq5,Tb7BdBuiIn8","MOH","HC III","Functional","Health Facilities","GOV"
"Lulyango HC II","bCNDIuzKOcc",2.6474,31.89272,"u5RZ36WcsNN",5,"akV6429SUqu,SUvODYOcaVf,zNgVoDVPYgD,bCNDIuzKOcc,u5RZ36WcsNN","MOH","HC II","Functional","Health Facilities","GOV"
"Lumino Foc Rev HC III","C2MPhjR29Db",0.32581,33.99738,"auwyv5FxrEm",5,"akV6429SUqu,QBPg7KKCeoA,lkuO79O6mRx,C2MPhjR29Db,auwyv5FxrEm","NGO","HC III","Functional","Health Facilities","PNFP"
"Lumino HC III","C2MPhjR29Db",0.32581,33.99738,"eheRSS5qlxR",5,"akV6429SUqu,QBPg7KKCeoA,lkuO79O6mRx,C2MPhjR29Db,eheRSS5qlxR","MOH","HC III","Functional","Health Facilities","GOV"
"Lumuli HC II","a92Lyf8Vnrg",0.64764,33.06734,"OfLIf8Za2t6",5,"akV6429SUqu,Wd1lV9Qdj4o,aJR2ZxSH7g4,a92Lyf8Vnrg,OfLIf8Za2t6","MOH","HC II","Functional","Health Facilities","GOV"
"Luna Health Care Clinic HC II","RQ4bTHOso6m",NA,NA,"sokKY0XWigm",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,RQ4bTHOso6m,sokKY0XWigm","Private","HC II","Functional","Health Facilities","PFP"
"Lunar Clinic","sSqr43OzNQJ",NA,NA,"LdOtQM4mv4S",5,"akV6429SUqu,yx0ieyZNF0l,B0G9cqixld8,sSqr43OzNQJ,LdOtQM4mv4S","Private","Clinic","Functional","Health Facilities","PFP"
"Lungujja- Kosovo Community Health Center HC II","oweSpFBNbmi",NA,NA,"HFtOI98LEbW",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,HFtOI98LEbW","Private","HC II","Functional","Health Facilities","PFP"
"Lunyo HC III","XUogk7gtKr6",0.331343,33.910523,"RkPKHtihwLz",5,"akV6429SUqu,QBPg7KKCeoA,lkuO79O6mRx,XUogk7gtKr6,RkPKHtihwLz","MOH","HC III","Functional","Health Facilities","GOV"
"Luru HC III","bzz1pfLJqsG",NA,NA,"bqKNwCoEgpx",5,"akV6429SUqu,BD3XaQ7cQAp,uTMUclQ5bi6,bzz1pfLJqsG,bqKNwCoEgpx","UNHCR","HC III","Functional","Health Facilities","PNFP"
"Lurujo HC III","rpArRJJW06x",3.35821,31.01296,"ATo2Nmy2Y1Y",5,"akV6429SUqu,BD3XaQ7cQAp,iqsaGItA68C,rpArRJJW06x,ATo2Nmy2Y1Y","MOH","HC III","Functional","Health Facilities","GOV"
"Lusaalira HC II","da7lLykmZrk",0.30289,31.84121,"nRvaBZIAEsi",5,"akV6429SUqu,Dl9WvtvDs5V,Q7PaNIbyZII,da7lLykmZrk,nRvaBZIAEsi","MOH","HC II","Functional","Health Facilities","GOV"
"Lusaka General Clinic Care HC II","FbuhMjEaMXt",NA,NA,"Zfsr0xL3mFZ",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,FbuhMjEaMXt,Zfsr0xL3mFZ","Private","HC II","Non-Functional","Health Facilities","PFP"
"Lusaka Li Fe Care Clinic HC II","oweSpFBNbmi",NA,NA,"XVuXnHVdeq2",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,XVuXnHVdeq2","Private","HC II","Functional","Health Facilities","PFP"
"Lutamaguzi HC II","o1TE46Mk0lW",NA,NA,"GJfUMdAjiYm",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,o1TE46Mk0lW,GJfUMdAjiYm","Private","HC II","Functional","Health Facilities","PFP"
"Luteete HC II","a6U3yalrRlI",0.65358,32.609,"UjFfuEtJHTJ",5,"akV6429SUqu,Dl9WvtvDs5V,tr9XWtYsL5P,a6U3yalrRlI,UjFfuEtJHTJ","NGO","HC II","Functional","Health Facilities","PNFP"
"Lutengo Muslim HC II","VytuF37uBdH",NA,NA,"r4tlCfXVOkw",5,"akV6429SUqu,IEU0FjDAhBP,ahyi8Uq4vaj,VytuF37uBdH,r4tlCfXVOkw","UMMB","HC II","Functional","Health Facilities","PNFP"
"Lututuru Prison Clinic","pTX9sgiNkqB",NA,NA,"Yt5KV7Q0Zp4",5,"akV6429SUqu,SUvODYOcaVf,xy0M4HhjXtD,pTX9sgiNkqB,Yt5KV7Q0Zp4","UPS","HC II","Functional",NA,"GOV"
"Lutuula HC II","ukbA7OKBWnA",0.93127,32.52199,"ah5kGxeB6Wk",5,"akV6429SUqu,Dl9WvtvDs5V,tr9XWtYsL5P,ukbA7OKBWnA,ah5kGxeB6Wk","MOH","HC II","Functional","Health Facilities","GOV"
"Luuka Community HC II","aTqees1o4V6",NA,NA,"ixEWdKHeLOK",5,"akV6429SUqu,Wd1lV9Qdj4o,hn1AlYtF1Pu,aTqees1o4V6,ixEWdKHeLOK","Private","HC II","Functional","Health Facilities","PFP"
"Luwero Hospital","YhVHvo0UUnR",0.683861,32.606311,"SbhXVHOtboo",5,"akV6429SUqu,Dl9WvtvDs5V,tr9XWtYsL5P,YhVHvo0UUnR,SbhXVHOtboo","MOH","Hospital","Functional","Health Facilities","GOV"
"Luwero Industries Ltd Clinic","W93hZALLbDc",NA,NA,"amOfrCsmDMr",5,"akV6429SUqu,Dl9WvtvDs5V,aUcYGQCK9ub,W93hZALLbDc,amOfrCsmDMr","UPDF","HC II","Functional","Health Facilities","GOV"
"Luwero Police Clinic HC II","YhVHvo0UUnR",0.84923,32.48662,"zISOKu7R0Yy",5,"akV6429SUqu,Dl9WvtvDs5V,tr9XWtYsL5P,YhVHvo0UUnR,zISOKu7R0Yy","UPF","HC II","Functional","Health Facilities","GOV"
"Luwunga Barracks HC III","UOGlWhl35aX",0.40431,32.40523,"LKxm4CmrYYh",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,UOGlWhl35aX,LKxm4CmrYYh","UPDF","HC III","Non-Functional","Health Facilities","GOV"
"Luyembe HC II","NRDNqq6C6e0",-0.38893,31.32153,"udO6aACQBMt",5,"akV6429SUqu,IEU0FjDAhBP,aqpd0Y9eXZ2,NRDNqq6C6e0,udO6aACQBMt","Private","HC II","Functional","Health Facilities","PNFP"
"Luyitayita HC III","ijcJS6aeDzn",-0.149096,31.660045,"NCu3t93AIns",5,"akV6429SUqu,IEU0FjDAhBP,Ame30QOwuX6,ijcJS6aeDzn,NCu3t93AIns","UPMB","HC III","Functional","Health Facilities","PNFP"
"Luzinga Flep HC II","uO3WnJBCEq5",0.71751,33.21408,"ajRh92ixvsF",5,"akV6429SUqu,Wd1lV9Qdj4o,oyygQ2STBST,uO3WnJBCEq5,ajRh92ixvsF","UPMB","HC II","Functional","Health Facilities","PNFP"
"Luzinga HC II","uO3WnJBCEq5",0.70324,33.21488,"ivjYaDU4t3T",5,"akV6429SUqu,Wd1lV9Qdj4o,oyygQ2STBST,uO3WnJBCEq5,ivjYaDU4t3T","MOH","HC II","Functional","Health Facilities","GOV"
"Luzira Community Clinic HC II","kKEBeO1LL7S",0.307603,32.644437,"KRwcy1zyd5P",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,KRwcy1zyd5P","Private","HC II","Functional","Health Facilities","PFP"
"Luzira Health Centre HC III","vzwpI60WeOu",NA,NA,"s4pFdzmNfgg",5,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,vzwpI60WeOu,s4pFdzmNfgg","MOH","HC III","Functional","Health Facilities","GOV"
"Luzira Remand Prison HC III","kKEBeO1LL7S",NA,NA,"s2YKRj63tJX",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,s2YKRj63tJX","UPS","HC III","Functional","Health Facilities","GOV"
"Luzira Staff Clinic HC IV","kKEBeO1LL7S",NA,NA,"mDMIY5uLZzf",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,mDMIY5uLZzf","MOH","HC II","Functional","Health Facilities","GOV"
"Luzira Upper Prison HC III","kKEBeO1LL7S",NA,NA,"Kq6r9wr36GH",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,Kq6r9wr36GH","UPS","HC III","Functional","Health Facilities","GOV"
"Luzira Women Prison HC III","kKEBeO1LL7S",NA,NA,"OdQ5ixGmXRt",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,OdQ5ixGmXRt","UPS","HC III","Functional","Health Facilities","GOV"
"Lwaaso HC II","OltIU5j6TaY",NA,NA,"U1bdMKyCHSn",5,"akV6429SUqu,Dt6qdenPX1E,ALFFOStwtqW,OltIU5j6TaY,U1bdMKyCHSn","MOH","HC II","Functional",NA,"GOV"
"Lwabakooba HC II","QKcOOobdPtO",-0.67171,31.29862,"oWc1nPWfL8R",5,"akV6429SUqu,IEU0FjDAhBP,P8iz90eiIrW,QKcOOobdPtO,oWc1nPWfL8R","MOH","HC II","Functional","Health Facilities","GOV"
